id_season,player_id,season_name,country,championship_name,player_code,player_href,attacking_overall__apps,attacking_overall__mins,attacking_overall__goals,attacking_overall__xg,attacking_overall__goals_vs_xg,attacking_overall__shots,attacking_overall__sot,attacking_overall__conv_pct,attacking_overall__xg_per_shot,attacking_non_penalty__goals,attacking_non_penalty__xg,attacking_non_penalty__goals_vs_xg,attacking_non_penalty__shots,attacking_non_penalty__sot,attacking_non_penalty__conv_pct,attacking_non_penalty__xg_per_shot,passing_overall__open_play_passes__total,passing_overall__open_play_passes__successful,passing_overall__open_play_passes__pct,passing_overall__in_final_third__total,passing_overall__in_final_third__successful,passing_overall__in_final_third__pct,passing_overall__crosses__total,passing_overall__crosses__successful,passing_overall__crosses__pct,passing_overall__through_balls,passing_chance creation__assists__total,passing_chance creation__assists__op,passing_chance creation__chances_created__total,passing_chance creation__chances_created__op,passing_chance creation__xa__total,passing_chance creation__xa__op,defending_overall__tackles,defending_overall__interceptions,defending_overall__pos_won,defending_overall__blocks,defending_overall__clearances,defending_overall__ground_duels__total,defending_overall__ground_duels__won,defending_overall__ground_duels__pct,defending_overall__aerial_duels__total,defending_overall__aerial_duels__won,defending_overall__aerial_duels__pct,defending_discipline__yellows,defending_discipline__reds,defending_discipline__fouls,defending_discipline__pens,carrying__all_carries__total,carrying__all_carries__distance_(m),carrying__all_carries__avg_(m),carrying__progressive__total,carrying__progressive__distance_(m),carrying__progressive__avg_(m),carrying__ended_with__shot,carrying__ended_with__goal,carrying__ended_with__chance,carrying__ended_with__assist,dob,age,current_club,affiliation,position,goalkeeping__apps,goalkeeping__mins,goalkeeping__goals_conceded,goalkeeping__saves_made,goalkeeping__save_pct,goalkeeping__xgot_conceded,goalkeeping__goals_prevented,goalkeeping__gp_rate
6,230650,2025/26,Europe,Champions League,michele di gregorio,/football/player/sc-230650/michele-di-gregorio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"July 27, 1997",28.0,Juventus,Italy,Goalkeeper,6.0,540.0,1.83,3.33,64.5,1.62,-0.2,0.8
6,449027,2025/26,Europe,Champions League,giorgi mamardashvili,/football/player/sc-449027/giorgi-mamardashvili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"September 29, 2000",25.0,Liverpool,Georgia,Goalkeeper,7.0,574.0,1.57,2.2,58.3,1.35,-0.2,0.8
6,212769,2025/26,Europe,Champions League,unai simon,/football/player/sc-212769/unai-simon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"June 11, 1997",28.0,Athletic,Spain,Goalkeeper,8.0,720.0,1.75,3.0,63.2,1.46,-0.3,0.8
6,485335,2025/26,Europe,Champions League,lucas chevalier,/football/player/sc-485335/lucas-chevalier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"November 06, 2001",24.0,Paris SG,France,Goalkeeper,6.0,540.0,1.67,1.5,47.4,1.37,-0.3,0.8
6,59936,2025/26,Europe,Champions League,wojciech szczesny,/football/player/sc-59936/wojciech-szczesny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"April 18, 1990",35.0,Barcelona,Poland,Goalkeeper,4.0,278.0,1.94,3.24,62.5,1.59,-0.4,0.7
6,155465,2025/26,Europe,Champions League,michael zetterer,/football/player/sc-155465/michael-zetterer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"July 12, 1995",30.0,Frankfurt,Germany,Goalkeeper,5.0,450.0,2.2,4.6,67.7,1.69,-0.5,0.7
6,449924,2025/26,Europe,Champions League,arnau tenas,/football/player/sc-449924/arnau-tenas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"May 30, 2001",24.0,Villarreal,Spain,Goalkeeper,3.0,270.0,2.33,3.0,56.3,1.3,-1.0,0.4
6,508479,2025/26,Europe,Champions League,filip jorgensen,/football/player/sc-508479/filip-jorgensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"April 16, 2002",23.0,Chelsea,Denmark,Goalkeeper,3.0,225.0,2.4,1.2,33.3,0.96,-1.4,0.3
7,482973,2025/26,Europe,Europa League,igor jesus,/football/player/sc-482973/igor-jesus,11.0,616.0,1.02,0.91,0.12,4.53,2.19,22.58,0.2,0.88,0.79,0.09,4.38,2.05,20.0,0.18,20.16,15.19,75.4,7.16,5.11,71.4,0.29,0.0,0.0,0.0,0.15,0.15,0.58,0.44,0.06,0.06,0.44,0.29,2.05,0.0,0.88,5.26,2.05,38.9,6.28,3.36,53.5,0.58,0.0,1.75,0.0,5.7,64.5,11.3,2.48,27.0,1.6,0.58,0.15,0.15,0.0,"February 25, 2001",25.0,Nottm Forest,Brazil,Attacker,,,,,,,,
7,185126,2025/26,Europe,Europa League,cyle larin,/football/player/sc-185126/cyle-larin,7.0,249.0,0.36,0.87,-0.51,2.89,2.17,12.5,0.3,0.36,0.87,-0.51,2.89,2.17,12.5,0.3,20.96,17.71,84.5,7.95,6.87,86.4,0.72,0.0,0.0,0.0,0.0,0.0,1.08,1.08,0.08,0.08,0.72,0.72,1.45,0.0,1.08,7.95,3.25,40.9,3.25,1.08,33.3,0.36,0.0,2.89,0.0,8.31,101.8,12.2,4.34,57.9,4.8,0.72,0.36,0.36,0.0,"April 17, 1995",30.0,Southampton,Canada,Attacker,,,,,,,,
7,561201,2025/26,Europe,Europa League,benja dominguez,/football/player/sc-561201/benja-dominguez,3.0,105.0,0.0,0.74,-0.74,7.71,0.0,0.0,0.1,0.0,0.74,-0.74,7.71,0.0,0.0,0.1,28.29,23.14,81.8,20.57,17.14,83.3,3.43,1.71,50.0,0.0,0.0,0.0,2.57,2.57,0.25,0.25,0.0,0.86,3.43,0.0,0.0,13.71,5.14,37.5,6.0,1.71,28.6,0.0,0.0,0.0,0.0,22.29,209.0,9.4,7.71,51.5,5.7,2.57,0.0,0.0,0.0,"September 19, 2003",22.0,Bologna,Argentina,Attacker,,,,,,,,
7,531092,2025/26,Europe,Europa League,hamza igamane,/football/player/sc-531092/hamza-igamane,5.0,322.0,1.12,0.7,0.42,5.31,2.52,21.05,0.13,1.12,0.7,0.42,5.31,2.52,21.05,0.13,24.6,17.61,71.6,14.53,9.5,65.4,1.12,0.0,0.0,0.28,0.28,0.28,1.4,1.12,0.24,0.24,2.52,0.0,3.91,0.0,0.28,15.65,6.15,39.3,3.07,1.12,36.4,0.28,0.0,1.68,0.0,19.29,193.3,10.0,8.94,100.9,3.2,1.4,0.0,1.12,0.28,"November 02, 2002",23.0,Lille,Morocco,Attacker,,,,,,,,
7,168568,2025/26,Europe,Europa League,corentin tolisso,/football/player/sc-168568/corentin-tolisso,7.0,507.0,0.71,0.7,0.01,3.37,1.95,21.05,0.21,0.71,0.7,0.01,3.37,1.95,21.05,0.21,64.79,55.21,85.2,20.59,15.98,77.6,2.13,0.18,8.3,0.36,0.0,0.0,0.71,0.71,0.09,0.09,1.42,0.71,5.15,0.0,0.89,7.1,3.73,52.5,2.84,1.6,56.3,0.0,0.0,1.24,0.0,16.33,172.8,10.6,6.21,47.2,1.3,0.36,0.0,0.18,0.0,"August 03, 1994",31.0,Lyon,France,Midfielder,,,,,,,,
7,536575,2025/26,Europe,Europa League,johnny kenny,/football/player/sc-536575/johnny-kenny,3.0,144.0,0.0,0.64,-0.64,4.38,1.88,0.0,0.15,0.0,0.64,-0.64,4.38,1.88,0.0,0.15,16.88,10.63,63.0,5.63,1.88,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,1.88,0.0,2.5,0.0,0.63,10.63,5.0,47.1,5.0,1.88,37.5,0.0,0.0,1.25,0.0,8.75,105.6,12.1,3.75,25.7,4.3,1.25,0.0,0.0,0.0,"June 06, 2003",22.0,Bolton,Republic of Ireland,Attacker,,,,,,,,
7,509201,2025/26,Europe,Europa League,kevin carlos,/football/player/sc-509201/kevin-carlos,8.0,572.0,0.31,0.64,-0.32,3.15,1.1,10.0,0.2,0.16,0.51,-0.35,2.99,0.94,5.26,0.17,14.63,10.38,71.0,4.25,2.36,55.6,0.16,0.16,100.0,0.0,0.0,0.0,0.63,0.63,0.02,0.02,0.31,0.0,1.42,0.0,1.57,6.77,2.99,44.2,7.87,3.62,46.0,0.0,0.0,1.89,0.0,4.56,43.9,9.6,2.2,13.9,1.0,0.47,0.0,0.0,0.0,"April 10, 2001",24.0,Nice,Spain,Attacker,,,,,,,,
7,244716,2025/26,Europe,Europa League,cucho hernandez,/football/player/sc-244716/cucho-hernandez,7.0,448.0,0.6,0.63,-0.03,4.42,2.01,13.64,0.14,0.4,0.48,-0.07,4.22,1.81,9.52,0.11,24.31,18.08,74.4,11.05,6.83,61.8,0.8,0.0,0.0,0.2,0.0,0.0,0.6,0.6,0.05,0.05,0.8,0.0,2.21,0.0,0.6,8.44,5.02,59.5,4.02,2.01,50.0,0.2,0.0,0.6,0.0,8.04,84.9,10.6,3.21,29.7,1.9,0.8,0.0,0.2,0.0,"April 20, 1999",26.0,Betis,Colombia,Attacker,,,,,,,,
7,450434,2025/26,Europe,Europa League,deniz undav,/football/player/sc-450434/deniz-undav,10.0,765.0,0.35,0.59,-0.24,3.41,1.53,10.34,0.17,0.35,0.59,-0.24,3.41,1.53,10.34,0.17,28.24,21.88,77.5,15.88,11.65,73.3,0.24,0.24,100.0,1.18,0.71,0.71,2.94,2.12,0.31,0.31,0.35,0.12,2.35,0.0,0.35,5.76,1.76,30.6,2.24,0.82,36.8,0.24,0.0,1.76,0.0,6.94,64.1,9.2,3.88,32.2,1.0,0.35,0.0,0.59,0.0,"July 19, 1996",29.0,Stuttgart,Germany,Attacker,,,,,,,,
7,178301,2025/26,Europe,Europa League,ollie watkins,/football/player/sc-178301/ollie-watkins,12.0,642.0,0.56,0.58,-0.02,2.8,1.4,20.0,0.21,0.56,0.47,0.1,2.66,1.26,21.05,0.17,16.96,12.76,75.2,8.41,5.61,66.7,0.42,0.0,0.0,0.0,0.14,0.14,1.12,0.98,0.09,0.09,0.56,0.14,2.24,0.0,0.84,7.29,3.08,42.3,3.22,1.54,47.8,0.0,0.0,0.98,0.0,8.69,114.1,13.1,5.61,82.3,2.1,0.84,0.14,0.42,0.14,"December 30, 1995",30.0,Aston Villa,England,Attacker,,,,,,,,
7,223966,2025/26,Europe,Europa League,riccardo orsolini,/football/player/sc-223966/riccardo-orsolini,13.0,557.0,0.48,0.57,-0.08,4.85,1.94,10.0,0.12,0.48,0.57,-0.08,4.85,1.94,10.0,0.12,26.5,18.9,71.3,13.09,8.89,67.9,2.91,0.81,27.8,0.32,0.0,0.0,1.62,1.62,0.13,0.13,0.32,0.32,3.23,0.0,0.48,9.86,4.2,42.6,1.62,1.13,70.0,0.16,0.0,0.97,0.0,15.19,155.0,10.2,6.79,62.6,1.5,1.62,0.16,0.81,0.0,"January 24, 1997",29.0,Bologna,Italy,Attacker,,,,,,,,
7,222531,2025/26,Europe,Europa League,morgan gibbs white,/football/player/sc-222531/morgan-gibbs-white,13.0,846.0,0.32,0.55,-0.23,2.66,1.38,12.0,0.21,0.21,0.3,-0.08,2.34,1.06,9.09,0.13,37.98,31.7,83.5,18.83,13.83,73.5,0.96,0.21,22.2,0.0,0.32,0.21,1.6,1.17,0.18,0.18,0.96,0.64,4.04,0.0,0.96,6.17,2.13,34.5,3.51,0.96,27.3,0.21,0.0,1.17,0.0,11.28,137.4,12.2,6.06,73.8,1.3,0.21,0.11,0.32,0.0,"January 27, 2000",26.0,Nottm Forest,England,Midfielder,,,,,,,,
7,204646,2025/26,Europe,Europa League,donyell malen,/football/player/sc-204646/donyell-malen,8.0,539.0,0.67,0.55,0.12,2.84,1.84,23.53,0.19,0.33,0.28,0.05,2.5,1.5,13.33,0.11,13.53,10.85,80.3,5.84,4.68,80.0,0.67,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.03,0.03,0.5,0.17,1.5,0.0,0.17,8.68,3.84,44.2,1.17,0.5,42.9,0.0,0.0,0.33,0.0,6.68,82.0,12.3,3.84,51.3,2.2,0.83,0.0,0.17,0.0,"January 19, 1999",27.0,Roma,Netherlands,Attacker,,,,,,,,
7,438590,2025/26,Europe,Europa League,thijs dallinga,/football/player/sc-438590/thijs-dallinga,11.0,432.0,0.63,0.55,0.08,3.75,1.67,16.67,0.15,0.63,0.55,0.08,3.75,1.67,16.67,0.15,26.67,20.83,78.1,12.92,10.0,77.4,1.25,0.21,16.7,0.21,0.42,0.42,2.71,2.29,0.25,0.25,0.63,0.0,3.33,0.0,0.42,7.5,2.29,30.6,5.63,2.5,44.4,0.0,0.0,1.04,0.0,10.21,99.8,9.8,3.75,15.2,0.8,0.21,0.0,0.21,0.0,"August 03, 2000",25.0,Bologna,Netherlands,Attacker,,,,,,,,
7,44346,2025/26,Europe,Europa League,olivier giroud,/football/player/sc-44346/olivier-giroud,12.0,652.0,0.55,0.54,0.02,2.35,1.52,23.53,0.23,0.41,0.43,-0.01,2.21,1.38,18.75,0.19,17.39,11.87,68.3,7.18,4.56,63.5,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.28,0.03,0.03,0.55,0.28,1.1,0.0,1.1,3.87,1.24,32.1,6.49,3.45,53.2,0.14,0.0,1.38,0.0,3.59,30.5,8.5,0.97,3.4,0.5,0.41,0.0,0.0,0.0,"September 30, 1986",39.0,Lille,France,Attacker,,,,,,,,
7,219117,2025/26,Europe,Europa League,jens odgaard,/football/player/sc-219117/jens-odgaard,11.0,427.0,0.42,0.53,-0.11,4.85,1.69,8.7,0.11,0.42,0.53,-0.11,4.85,1.69,8.7,0.11,23.19,18.34,79.1,12.86,9.7,75.4,2.11,0.42,20.0,0.0,0.21,0.0,1.26,1.05,0.1,0.1,1.05,0.21,3.58,0.21,0.63,9.06,4.43,48.8,5.27,2.32,44.0,0.21,0.0,2.95,0.0,14.12,151.5,10.7,7.38,72.6,2.1,1.26,0.0,0.42,0.0,"March 31, 1999",27.0,Bologna,Denmark,Attacker,,,,,,,,
7,623696,2025/26,Europe,Europa League,pablo garcia,/football/player/sc-623696/pablo-garcia,6.0,143.0,0.0,0.53,-0.53,3.78,1.89,0.0,0.14,0.0,0.53,-0.53,3.78,1.89,0.0,0.14,21.4,15.73,73.5,10.07,6.29,62.5,1.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,2.52,5.03,0.0,0.63,11.96,5.66,47.4,2.52,0.0,0.0,0.63,0.0,0.63,0.0,10.07,121.2,12.0,4.41,69.9,10.0,1.26,0.0,0.0,0.0,,,,,,,,,,,,,
7,543932,2025/26,Europe,Europa League,williot swedberg,/football/player/sc-543932/williot-swedberg,10.0,584.0,0.77,0.51,0.26,1.85,1.54,41.67,0.28,0.77,0.51,0.26,1.85,1.54,41.67,0.28,21.27,16.49,77.5,8.78,6.16,70.2,1.08,0.15,14.3,0.15,0.31,0.31,1.08,0.77,0.08,0.08,2.93,0.0,2.62,0.0,0.46,9.71,5.09,52.4,1.23,0.46,37.5,0.62,0.0,1.39,0.0,6.93,85.1,12.3,4.32,46.3,1.7,0.46,0.31,0.46,0.15,"February 01, 2004",22.0,Celta,Sweden,Midfielder,,,,,,,,
7,438398,2025/26,Europe,Europa League,terem moffi,/football/player/sc-438398/terem-moffi,7.0,400.0,0.45,0.5,-0.05,2.7,1.8,16.67,0.18,0.23,0.32,-0.09,2.48,1.58,9.09,0.13,11.93,6.97,58.5,4.05,1.58,38.9,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.23,0.01,0.01,0.45,0.0,1.13,0.23,0.0,4.95,1.35,27.3,2.7,0.9,33.3,0.23,0.0,1.13,0.0,4.05,43.1,10.6,2.02,19.4,2.2,0.67,0.23,0.0,0.0,,,,,,,,,,,,,
7,120638,2025/26,Europe,Europa League,paulo dybala,/football/player/sc-120638/paulo-dybala,4.0,206.0,0.44,0.48,-0.04,1.75,0.87,25.0,0.27,0.0,0.14,-0.14,1.31,0.44,0.0,0.1,46.31,38.01,82.1,25.34,20.1,79.3,1.75,0.44,25.0,0.44,0.44,0.44,4.81,3.06,0.52,0.3,0.87,0.0,3.93,0.0,0.0,9.17,5.24,57.1,0.87,0.44,50.0,0.0,0.0,0.44,0.0,13.54,156.0,11.5,7.43,79.7,4.7,0.87,0.0,0.87,0.0,"November 15, 1993",32.0,Roma,Argentina,Attacker,,,,,,,,
7,429256,2025/26,Europe,Europa League,ermedin demirovic,/football/player/sc-429256/ermedin-demirovic,8.0,547.0,0.16,0.47,-0.3,2.8,0.49,5.88,0.17,0.16,0.34,-0.17,2.63,0.33,6.25,0.13,17.93,14.15,78.9,9.87,7.24,73.3,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.99,0.09,0.09,0.66,0.0,2.63,0.0,0.16,5.76,1.97,34.3,5.1,1.32,25.8,0.33,0.0,1.65,0.0,4.77,46.1,9.7,2.96,27.3,1.5,0.16,0.16,0.16,0.0,"March 25, 1998",28.0,Stuttgart,Bosnia and Herzegovina,Attacker,,,,,,,,
7,436454,2025/26,Europe,Europa League,junior adamu,/football/player/sc-436454/junior-adamu,8.0,541.0,0.17,0.45,-0.28,2.5,0.5,6.67,0.18,0.0,0.32,-0.32,2.33,0.33,0.0,0.14,18.3,12.64,69.1,6.82,4.66,68.3,0.33,0.0,0.0,0.17,0.17,0.17,1.83,1.66,0.18,0.18,2.0,0.0,3.16,0.33,1.33,10.81,4.82,44.6,8.82,2.5,28.3,0.0,0.0,2.66,0.0,5.16,45.2,8.8,1.66,7.7,0.8,0.17,0.0,0.17,0.0,,,,,,,,,,,,,
7,513431,2025/26,Europe,Europa League,igor matanovic,/football/player/sc-513431/igor-matanovic,12.0,541.0,0.5,0.45,0.05,2.83,1.16,17.65,0.16,0.5,0.45,0.05,2.83,1.16,17.65,0.16,20.3,12.14,59.8,9.15,5.32,58.2,0.17,0.0,0.0,0.0,0.17,0.17,1.66,1.5,0.23,0.23,3.66,0.67,4.33,0.17,1.66,12.81,6.16,48.1,7.49,3.33,44.4,0.33,0.0,2.66,0.0,6.49,69.0,10.6,3.16,27.5,1.4,0.33,0.0,0.17,0.0,"March 31, 2003",23.0,Freiburg,Croatia,Attacker,,,,,,,,
7,566165,2025/26,Europe,Europa League,jones el abdellaoui,/football/player/sc-566165/jones-el-abdellaoui,7.0,364.0,0.25,0.44,-0.2,2.23,0.99,11.11,0.2,0.25,0.44,-0.2,2.23,0.99,11.11,0.2,24.48,19.78,80.8,13.35,9.89,74.1,2.47,0.74,30.0,0.0,0.0,0.0,0.74,0.74,0.12,0.11,0.49,0.0,3.21,0.0,0.74,6.18,1.98,32.0,1.48,0.0,0.0,0.0,0.0,0.25,0.0,12.36,144.7,11.7,7.17,98.8,3.4,0.49,0.0,0.49,0.0,"January 12, 2006",20.0,Celta,Morocco,Attacker,,,,,,,,
7,235740,2025/26,Europe,Europa League,sandro kulenovic,/football/player/sc-235740/sandro-kulenovic,8.0,246.0,0.37,0.42,-0.05,1.46,1.1,25.0,0.29,0.37,0.42,-0.05,1.46,1.1,25.0,0.29,20.85,15.37,73.7,7.68,5.12,66.7,0.37,0.0,0.0,0.0,0.37,0.37,0.73,0.37,0.01,0.01,0.73,0.0,1.46,0.0,0.37,4.76,2.93,61.5,9.15,3.66,40.0,0.0,0.0,0.73,0.0,2.93,23.7,8.1,1.1,2.2,0.7,0.0,0.0,0.0,0.0,"December 04, 1999",26.0,Torino,Croatia,Attacker,,,,,,,,
7,551191,2025/26,Europe,Europa League,afonso moreira,/football/player/sc-551191/afonso-moreira,7.0,356.0,0.51,0.41,0.09,3.54,2.02,14.29,0.12,0.51,0.41,0.09,3.54,2.02,14.29,0.12,37.92,33.88,89.3,17.19,14.66,85.3,4.04,1.52,37.5,0.0,0.51,0.51,2.78,2.28,0.22,0.22,2.02,0.25,5.06,0.0,0.51,9.86,4.8,48.7,0.76,0.76,100.0,0.25,0.0,1.26,0.0,19.21,243.4,12.7,12.13,139.7,2.9,0.25,0.25,1.26,0.51,"March 19, 2005",21.0,Lyon,Portugal,Attacker,,,,,,,,
7,511505,2025/26,Europe,Europa League,matias soule,/football/player/sc-511505/matias-soule,8.0,558.0,0.16,0.41,-0.25,3.71,1.45,4.35,0.11,0.16,0.28,-0.12,3.55,1.29,4.55,0.08,46.77,40.48,86.5,23.23,18.71,80.6,1.45,0.16,11.1,0.32,0.32,0.32,1.94,1.29,0.2,0.17,0.65,0.32,5.48,0.16,0.32,10.32,4.19,40.6,1.29,0.65,50.0,0.16,0.0,0.32,0.0,19.03,211.9,11.1,9.35,97.4,1.7,1.77,0.0,0.65,0.0,"April 15, 2003",22.0,Roma,Argentina,Attacker,,,,,,,,
7,492949,2025/26,Europe,Europa League,badredine bouanani,/football/player/sc-492949/badredine-bouanani,10.0,460.0,0.39,0.41,-0.02,4.11,1.37,9.52,0.1,0.39,0.41,-0.02,4.11,1.37,9.52,0.1,36.39,28.57,78.5,21.72,16.04,73.9,4.3,0.78,18.2,0.39,0.0,0.0,1.76,1.57,0.14,0.13,0.59,0.39,3.52,0.0,0.2,6.85,2.74,40.0,1.37,0.0,0.0,0.2,0.0,0.98,0.0,19.17,207.8,10.8,9.39,79.2,1.6,1.96,0.2,0.98,0.0,"December 08, 2004",21.0,Stuttgart,Algeria,Attacker,,,,,,,,
7,474843,2025/26,Europe,Europa League,martin satriano,/football/player/sc-474843/martin-satriano,6.0,510.0,0.18,0.39,-0.22,2.47,0.35,7.14,0.16,0.18,0.39,-0.22,2.47,0.35,7.14,0.16,23.12,18.0,77.9,6.71,4.41,65.8,0.18,0.0,0.0,0.0,0.0,0.0,0.53,0.53,0.1,0.1,0.71,0.53,2.12,0.0,0.35,5.47,1.76,32.3,6.88,2.65,38.5,0.0,0.0,0.88,0.0,6.53,66.9,10.3,2.65,13.4,0.9,0.18,0.0,0.0,0.0,"February 20, 2001",25.0,Getafe,Uruguay,Attacker,,,,,,,,
7,444884,2025/26,Europe,Europa League,harvey elliott,/football/player/sc-444884/harvey-elliott,4.0,101.0,0.0,0.39,-0.39,2.67,0.89,0.0,0.15,0.0,0.39,-0.39,2.67,0.89,0.0,0.15,65.05,57.03,87.7,25.84,22.28,86.2,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,2.67,0.0,6.24,0.0,0.0,12.48,5.35,42.9,0.89,0.0,0.0,0.0,0.0,1.78,0.0,18.71,193.1,10.3,8.91,84.4,8.4,0.0,0.0,0.0,0.0,"April 04, 2003",23.0,Aston Villa,England,Midfielder,,,,,,,,
7,597355,2025/26,Europe,Europa League,pablo duran,/football/player/sc-597355/pablo-duran,9.0,394.0,0.69,0.39,0.3,2.28,1.14,30.0,0.17,0.69,0.39,0.3,2.28,1.14,30.0,0.17,18.5,15.08,81.5,6.62,4.8,72.4,0.69,0.0,0.0,0.0,0.0,0.0,0.69,0.69,0.01,0.01,0.91,0.46,2.51,0.46,0.91,7.77,2.28,29.4,0.91,0.23,25.0,0.0,0.0,3.43,0.0,6.85,71.6,10.4,2.74,27.6,2.3,0.69,0.23,0.23,0.0,"May 25, 2001",24.0,Celta,Spain,Attacker,,,,,,,,
7,511444,2025/26,Europe,Europa League,giovanni fabbian,/football/player/sc-511444/giovanni-fabbian,5.0,148.0,0.0,0.38,-0.38,3.04,0.61,0.0,0.13,0.0,0.38,-0.38,3.04,0.61,0.0,0.13,22.5,18.24,81.1,10.34,7.3,70.6,0.0,0.0,0.0,0.61,0.0,0.0,1.22,1.22,0.15,0.15,1.22,0.0,1.82,0.0,0.0,9.12,3.65,40.0,4.86,2.43,50.0,0.0,0.0,3.04,0.0,8.51,78.4,9.2,1.82,2.7,0.9,0.0,0.0,0.61,0.0,"January 14, 2003",23.0,Fiorentina,Italy,Midfielder,,,,,,,,
7,587831,2025/26,Europe,Europa League,derry scherhant,/football/player/sc-587831/derry-scherhant,11.0,376.0,0.24,0.36,-0.12,3.83,2.15,6.25,0.09,0.24,0.36,-0.12,3.83,2.15,6.25,0.09,19.39,14.84,76.5,9.57,6.94,72.5,1.91,0.24,12.5,0.24,0.0,0.0,1.91,0.72,0.21,0.12,0.96,0.48,4.79,0.0,0.96,12.69,5.51,43.4,2.39,0.72,30.0,0.0,0.0,0.96,0.0,13.16,170.6,13.0,7.66,108.6,3.4,1.91,0.0,0.24,0.0,"November 10, 2002",23.0,Freiburg,Germany,Attacker,,,,,,,,
7,465680,2025/26,Europe,Europa League,arnaud kalimuendo,/football/player/sc-465680/arnaud-kalimuendo,4.0,259.0,0.69,0.36,0.33,2.43,1.04,28.57,0.15,0.69,0.36,0.33,2.43,1.04,28.57,0.15,14.25,11.12,78.0,5.21,4.52,86.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.69,1.04,0.0,0.69,6.95,3.13,45.0,5.56,0.69,12.5,0.0,0.0,1.04,0.0,6.95,59.0,8.5,2.43,9.2,1.3,0.35,0.0,0.0,0.0,"January 20, 2002",24.0,Frankfurt,France,Attacker,,,,,,,,
7,465954,2025/26,Europe,Europa League,pavel sulc,/football/player/sc-465954/pavel-sulc,8.0,475.0,0.19,0.36,-0.17,1.52,0.57,12.5,0.24,0.19,0.21,-0.02,1.33,0.38,14.29,0.16,27.28,20.46,75.0,11.37,7.58,66.7,1.52,0.76,50.0,0.19,0.57,0.57,1.52,0.76,0.22,0.22,0.76,0.38,2.46,0.0,1.52,6.25,2.65,42.4,2.84,1.71,60.0,0.19,0.0,0.76,0.0,9.47,103.3,10.9,3.6,35.9,1.9,0.19,0.0,0.95,0.19,"December 29, 2000",25.0,Lyon,Czechia,Midfielder,,,,,,,,
7,192401,2025/26,Europe,Europa League,lucas holer,/football/player/sc-192401/lucas-holer,8.0,136.0,0.0,0.36,-0.36,1.99,1.32,0.0,0.18,0.0,0.36,-0.36,1.99,1.32,0.0,0.18,33.75,21.84,64.7,11.91,5.29,44.4,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.66,0.03,0.03,1.99,1.99,5.96,1.32,3.31,13.24,6.62,50.0,4.63,3.31,71.4,0.66,0.0,3.97,0.0,5.96,45.7,7.7,0.0,-13.3,0.0,0.0,0.0,0.0,0.0,"July 10, 1994",31.0,Freiburg,Germany,Attacker,,,,,,,,
7,83341,2025/26,Europe,Europa League,cedric bakambu,/football/player/sc-83341/cedric-bakambu,6.0,420.0,0.21,0.35,-0.14,1.71,0.64,12.5,0.21,0.21,0.35,-0.14,1.71,0.64,12.5,0.21,10.93,7.93,72.5,6.64,4.5,67.7,0.21,0.0,0.0,0.43,0.43,0.21,1.29,0.86,0.2,0.2,1.29,0.0,1.93,0.21,0.86,6.43,1.93,30.0,3.43,0.86,25.0,0.64,0.0,1.93,0.0,2.79,28.3,10.2,1.71,19.7,2.5,0.0,0.0,0.21,0.0,"April 11, 1991",34.0,Betis,Congo DR,Attacker,,,,,,,,
7,575430,2025/26,Europe,Europa League,milan smit,/football/player/sc-575430/milan-smit,6.0,494.0,0.55,0.35,0.19,2.19,0.73,25.0,0.16,0.55,0.35,0.19,2.19,0.73,25.0,0.16,11.11,7.47,67.2,4.74,3.1,65.4,0.73,0.0,0.0,0.18,0.0,0.0,0.73,0.73,0.01,0.01,0.36,0.0,2.37,0.0,0.91,3.64,0.91,25.0,4.74,2.19,46.2,0.0,0.0,0.55,0.0,5.1,45.8,9.0,3.1,27.7,1.6,0.0,0.0,0.36,0.0,"February 13, 2003",23.0,Stoke,Netherlands,Attacker,,,,,,,,
